t,category,cat_n_cum,cat_area_cum,cat_n_cum_prop,cat_area_cum_prop,first_n_cum,first_area_cum,first_n_cum_prop,first_area_cum_prop
1989,II Strong,1081576,397809324.10778856,1.5649,1.0897,100311,49294947.78880289,0.1451,0.135
1989,III Severe,154547,44840936.025075585,0.2236,0.1228,19113,7104244.388462537,0.0277,0.0195
1989,IV Extreme,55485,15360885.59956861,0.0803,0.0421,7911,2346396.446717994,0.0114,0.0064
1990,I Moderate,9866930,3954708235.191042,14.2761,10.833,234034,125749096.15700181,0.3386,0.3445
1990,II Strong,1256905,410264832.8032137,1.8186,1.1238,131168,59379332.42436454,0.1898,0.1627
1990,III Severe,218356,53617752.60301539,0.3159,0.1469,24799,8168904.3290281305,0.0359,0.0224
1990,IV Extreme,104836,26462608.980038036,0.1517,0.0725,14650,3878511.6376424218,0.0212,0.0106
1991,I Moderate,11765735,5035637260.612337,17.0234,13.794,240264,130217915.47499378,0.3476,0.3567
1991,II Strong,1389589,531968053.75944227,2.0105,1.4572,166505,77909222.81763966,0.2409,0.2134
1991,III Severe,163970,51018218.26221991,0.2372,0.1398,30263,11404679.86039922,0.0438,0.0312
1991,IV Extreme,46301,13243856.943132706,0.067,0.0363,11118,3478504.176124284,0.0161,0.0095
1992,I Moderate,12152019,5592315867.727946,17.5823,15.3189,228487,113344984.17576283,0.3306,0.3105
1992,II Strong,1504365,592698536.9642782,2.1766,1.6236,114263,58207968.99892986,0.1653,0.1594
1992,III Severe,227786,75699319.4248095,0.3296,0.2074,22261,8501703.997333972,0.0322,0.0233
1992,IV Extreme,120972,36558691.270774774,0.175,0.1001,15190,4744154.551295349,0.022,0.013
1993,I Moderate,10068932,4409060708.018684,14.5684,12.0776,240770,117215052.1525022,0.3484,0.3211
1993,II Strong,985478,385756905.95010644,1.4259,1.0567,111311,50236679.04452302,0.1611,0.1376
1993,III Severe,170456,54041923.526156165,0.2466,0.148,21563,7455685.197255085,0.0312,0.0204
1993,IV Extreme,100471,29866413.01754676,0.1454,0.0818,12399,3754690.0179394186,0.0179,0.0103
1994,I Moderate,8599875,3602021023.3276825,12.4428,9.8669,253665,135474189.35928044,0.367,0.3711
1994,II Strong,579488,198068486.98309618,0.8384,0.5426,119652,45246425.447443604,0.1731,0.1239
1994,III Severe,55869,15261416.414346125,0.0808,0.0418,13081,3738336.232233858,0.0189,0.0102
1994,IV Extreme,23816,5541529.663549637,0.0345,0.0152,5767,1388042.7474840886,0.0083,0.0038
1995,I Moderate,9751665,4322491186.999722,14.1093,11.8405,290550,146821184.63643813,0.4204,0.4022
1995,II Strong,883468,337245345.13771164,1.2783,0.9238,109845,58637176.65297131,0.1589,0.1606
1995,III Severe,137397,35702441.895180315,0.1988,0.0978,16912,6159574.930252902,0.0245,0.0169
1995,IV Extreme,60728,14115382.47426195,0.0879,0.0387,7040,1741894.129072866,0.0102,0.0048
1996,I Moderate,8518974,4044212197.0032983,12.3258,11.0782,244767,126760399.37616065,0.3541,0.3472
1996,II Strong,709055,303641182.48306793,1.0259,0.8318,104569,54902442.93179834,0.1513,0.1504
1996,III Severe,74980,26074308.545537073,0.1085,0.0714,14459,6106339.484629996,0.0209,0.0167
1996,IV Extreme,25068,6658526.361687225,0.0363,0.0182,4329,1335935.3053761316,0.0063,0.0037
1997,I Moderate,13931927,7843612237.619258,20.1576,21.4858,283965,140945488.72799033,0.4109,0.3861
1997,II Strong,2352389,1567049155.3451693,3.4036,4.2926,152953,89407338.87270679,0.2213,0.2449
1997,III Severe,301078,196458113.68370795,0.4356,0.5382,29702,17980036.51118095,0.043,0.0493
1997,IV Extreme,48093,15956959.63479314,0.0696,0.0437,7365,3114749.497961532,0.0107,0.0085
1998,I Moderate,18818044,10536678053.117516,27.2271,28.8628,251248,122744728.66187565,0.3635,0.3362
1998,II Strong,2623056,1583618579.5335188,3.7952,4.338,201880,117709570.55004337,0.2921,0.3224
1998,III Severe,231188,114525041.28387679,0.3345,0.3137,38810,22586085.68171809,0.0562,0.0619
1998,IV Extreme,94710,23627219.030776124,0.137,0.0647,9859,3385783.540538431,0.0143,0.0093
1999,I Moderate,9308426,4718671403.688448,13.468,12.9257,253793,126518404.03529267,0.3672,0.3466
1999,II Strong,726557,342355753.87580633,1.0512,0.9378,110874,61570467.77802502,0.1604,0.1687
1999,III Severe,62906,21503634.199543823,0.091,0.0589,11780,4962109.642014321,0.017,0.0136
1999,IV Extreme,21443,5401068.185980223,0.031,0.0148,3360,983817.7222917748,0.0049,0.0027
2000,I Moderate,10550230,4506669237.564611,15.2647,12.345,241384,125562638.66815318,0.3492,0.344
2000,II Strong,1190612,424836086.5023167,1.7227,1.1637,151377,69867184.64289318,0.219,0.1914
2000,III Severe,178558,46180383.441525,0.2583,0.1265,26242,8612755.475572119,0.038,0.0236
2000,IV Extreme,86062,25849300.34028726,0.1245,0.0708,15004,4587380.057783704,0.0217,0.0126
2001,I Moderate,12237365,5722082828.05818,17.7058,15.6744,308497,154400338.13104,0.4464,0.4229
2001,II Strong,915720,417839556.5160717,1.3249,1.1446,145793,78868229.20555778,0.2109,0.216
2001,III Severe,104105,36812433.95075234,0.1506,0.1008,16840,7850031.778383831,0.0244,0.0215
2001,IV Extreme,44123,14011062.342648039,0.0638,0.0384,5298,1810180.6602140951,0.0077,0.005
2002,I Moderate,14651860,6623952236.621415,21.1992,18.1448,296848,160308151.82504198,0.4295,0.4391
2002,II Strong,1371436,514223659.7888295,1.9843,1.4086,182329,90635283.49433078,0.2638,0.2483
2002,III Severe,167681,41850394.90880734,0.2426,0.1146,22110,7683702.976462954,0.032,0.021
2002,IV Extreme,71161,17162255.19487335,0.103,0.047,7689,1848640.8251925583,0.0111,0.0051
2003,I Moderate,14284878,6638935301.218739,20.6683,18.1859,364544,189718523.5539534,0.5274,0.5197
2003,II Strong,901851,377288640.4264853,1.3049,1.0335,128696,67394622.60399614,0.1862,0.1846
2003,III Severe,84597,23988958.53822426,0.1224,0.0657,12450,4474232.739919497,0.018,0.0123
2003,IV Extreme,29083,6245785.236556207,0.0421,0.0171,4707,1092567.9619380918,0.0068,0.003
2004,I Moderate,11496830,5924969607.285458,16.6343,16.2301,322465,170464673.7268439,0.4666,0.4669
2004,II Strong,752949,357825750.71770716,1.0894,0.9802,132718,70556630.82682094,0.192,0.1933
2004,III Severe,48395,15683347.29340259,0.07,0.043,11541,4404525.223485281,0.0167,0.0121
2004,IV Extreme,17804,4134654.931867505,0.0258,0.0113,3644,999049.9395021433,0.0053,0.0027
2005,I Moderate,17811731,8280464440.575126,25.7712,22.6825,289186,168470204.7848738,0.4184,0.4615
2005,II Strong,2459009,720676076.1133343,3.5579,1.9741,194769,106514446.88492556,0.2818,0.2918
2005,III Severe,448918,59401086.76718916,0.6495,0.1627,48922,11030131.276859194,0.0708,0.0302
2005,IV Extreme,175665,23662552.39881003,0.2542,0.0648,26362,3841083.4800611334,0.0381,0.0105
2006,I Moderate,16191088,7395722207.578574,23.4263,20.2589,286903,168555638.54135314,0.4151,0.4617
2006,II Strong,2731082,603938450.912588,3.9515,1.6544,171986,90355000.85144615,0.2488,0.2475
2006,III Severe,808850,69669619.83997092,1.1703,0.1908,47626,8911530.418828797,0.0689,0.0244
2006,IV Extreme,261372,36541571.905735716,0.3782,0.1001,27553,4307955.922841808,0.0399,0.0118
2007,I Moderate,12392986,6016230311.770664,17.931,16.4801,293405,161120233.59009892,0.4245,0.4414
2007,II Strong,1269706,416188152.52241373,1.8371,1.1401,132179,66565666.496250235,0.1912,0.1823
2007,III Severe,290527,55417279.211024836,0.4204,0.1518,20741,6510153.637101219,0.03,0.0178
2007,IV Extreme,180556,32181800.540320214,0.2612,0.0882,13627,2577819.0072033326,0.0197,0.0071
2008,I Moderate,11791389,6396918782.887527,17.0605,17.5229,287873,150413191.8636286,0.4165,0.412
2008,II Strong,857361,388750292.7021363,1.2405,1.0649,140618,75588430.89407513,0.2035,0.2071
2008,III Severe,86815,22910615.685750466,0.1256,0.0628,15863,6492656.573401804,0.023,0.0178
2008,IV Extreme,28515,5170954.934764051,0.0413,0.0142,4103,1062961.0826333044,0.0059,0.0029
2009,I Moderate,13978450,8344217757.434053,20.2249,22.8571,291689,179827220.05533227,0.422,0.4926
2009,II Strong,1267457,652938341.6554676,1.8338,1.7886,154521,88317872.78867425,0.2236,0.2419
2009,III Severe,185732,64707666.31832871,0.2687,0.1773,24268,11646673.554673387,0.0351,0.0319
2009,IV Extreme,491073,43430402.72519938,0.7105,0.119,61239,6865636.739054502,0.0886,0.0188
2010,I Moderate,20294913,12505519326.824936,29.364,34.256,272154,148636408.9850388,0.3938,0.4072
2010,II Strong,1898745,1117159551.0610366,2.7472,3.0602,194833,116309712.81519663,0.2819,0.3186
2010,III Severe,84624,40308299.92095242,0.1224,0.1104,23621,13060619.217508039,0.0342,0.0358
2010,IV Extreme,16886,5652266.301418223,0.0244,0.0155,3116,1363012.929213787,0.0045,0.0037
2011,I Moderate,15533231,8593096843.115261,22.4745,23.5388,248567,137193722.61709917,0.3596,0.3758
2011,II Strong,1383251,718940321.6785715,2.0014,1.9694,142724,78551631.14179023,0.2065,0.2152
2011,III Severe,123073,52258795.80255368,0.1781,0.1432,22236,10489121.502461677,0.0322,0.0287
2011,IV Extreme,49812,13953558.946328908,0.0721,0.0382,8063,2647973.9359083977,0.0117,0.0073
2012,I Moderate,16586459,7623602068.920042,23.9983,20.8831,297739,172117861.4387516,0.4308,0.4715
2012,II Strong,1640300,492612573.14392036,2.3733,1.3494,168585,77499978.39276263,0.2439,0.2123
2012,III Severe,149665,31390974.57509197,0.2165,0.086,24921,7133825.575392726,0.0361,0.0195
2012,IV Extreme,63786,10776030.87224289,0.0923,0.0295,7518,1563079.1088630941,0.0109,0.0043
2013,I Moderate,15363730,7417865910.9497,22.2292,20.3196,329277,176213018.55596521,0.4764,0.4827
2013,II Strong,1129715,473891267.7027235,1.6345,1.2981,160075,85016101.21219541,0.2316,0.2329
2013,III Severe,106257,30144861.452383675,0.1537,0.0826,19317,7356169.776279886,0.0279,0.0202
2013,IV Extreme,29730,5838345.582492354,0.043,0.016,4255,1114994.2268175913,0.0062,0.0031
2014,I Moderate,19796889,11127139361.450375,28.6434,30.4803,303912,167249524.75378758,0.4397,0.4581
2014,II Strong,1514330,784405088.9100684,2.191,2.1487,188838,107721123.29446504,0.2732,0.2951
2014,III Severe,113158,39753571.787299305,0.1637,0.1089,20878,10230895.634335686,0.0302,0.028
2014,IV Extreme,45959,8101406.768462146,0.0665,0.0222,5597,1304167.3282904532,0.0081,0.0036
2015,I Moderate,28780388,18293353929.94823,41.6413,50.1105,258032,136710380.69983625,0.3733,0.3745
2015,II Strong,2802528,1809597926.2333262,4.0549,4.957,241601,148599598.69255087,0.3496,0.4071
2015,III Severe,120041,64240766.562024824,0.1737,0.176,26924,15530514.984350588,0.039,0.0425
2015,IV Extreme,18876,5045365.663231168,0.0273,0.0138,3325,1268624.5635622747,0.0048,0.0035
2016,I Moderate,38244868,20849919706.277576,55.3351,57.1136,247330,140682663.63512716,0.3579,0.3854
2016,II Strong,3918504,1803757468.271719,5.6695,4.941,278814,160929582.13250247,0.4034,0.4408
2016,III Severe,425669,99949670.92430624,0.6159,0.2738,45441,17781487.93647972,0.0657,0.0487
2016,IV Extreme,208037,36907889.71309484,0.301,0.1011,20128,4134459.802101195,0.0291,0.0113
2017,I Moderate,28740971,14731908031.122244,41.5843,40.3547,335192,183449309.1240069,0.485,0.5025
2017,II Strong,2046367,930090953.0627905,2.9608,2.5478,212198,116351418.49123672,0.307,0.3187
2017,III Severe,200889,62647980.22253653,0.2907,0.1716,25889,10380288.149727695,0.0375,0.0284
2017,IV Extreme,111622,23816878.815062616,0.1615,0.0652,10524,2630797.131967311,0.0152,0.0072
2018,I Moderate,25516989,12673386656.567976,36.9196,34.7159,313778,179010071.27286804,0.454,0.4904
2018,II Strong,1830301,797080484.9601917,2.6482,2.1834,176853,93503967.73324455,0.2559,0.2561
2018,III Severe,147525,45229761.84855049,0.2134,0.1239,23592,9405725.878394237,0.0341,0.0258
2018,IV Extreme,55414,11554443.951955738,0.0802,0.0317,6196,1660515.6364181598,0.009,0.0045
2019,I Moderate,33332832,18148584882.012527,48.2281,49.7139,255220,142237347.44070688,0.3693,0.3896
2019,II Strong,3647754,1912786745.627009,5.2778,5.2396,258986,149164892.67218846,0.3747,0.4086
2019,III Severe,274402,103847927.93426245,0.397,0.2845,38015,17955466.99540116,0.055,0.0492
2019,IV Extreme,94568,25475524.076818082,0.1368,0.0698,9757,3194862.7497872557,0.0141,0.0088
