t,category,cat_n_cum,cat_area_cum,cat_n_cum_prop,cat_area_cum_prop,first_n_cum,first_area_cum,first_n_cum_prop,first_area_cum_prop
1987,III Severe,482770,115997933.49234052,0.6985,0.3178,31854,14681509.104768386,0.0461,0.0402
1987,IV Extreme,243242,63025130.79235753,0.3519,0.1726,26343,8701999.992596542,0.0381,0.0238
1987,V Ice,2228803,191633121.81498107,3.2248,0.5249,85888,11571713.73209564,0.1243,0.0317
1988,I Moderate,13542656,8268229409.239476,19.5944,22.6489,216618,137688204.97890964,0.3134,0.3772
1988,II Strong,1787133,907914884.2075977,2.5857,2.487,168986,104272905.29076336,0.2445,0.2856
1988,III Severe,380507,115753259.96280125,0.5505,0.3171,30840,15320288.813143767,0.0446,0.042
1988,IV Extreme,241178,55384691.758288145,0.349,0.1517,22467,7442410.535354075,0.0325,0.0204
1988,V Ice,3142708,228590745.53946665,4.5471,0.6262,85154,12217544.528033782,0.1232,0.0335
1989,I Moderate,14925155,9402546752.989683,21.5947,25.7562,218479,140219068.88780868,0.3161,0.3841
1989,II Strong,1778259,861765333.5912521,2.5729,2.3606,187225,120131357.9814202,0.2709,0.3291
1989,III Severe,447382,133582294.63994962,0.6473,0.3659,35897,17256911.660744548,0.0519,0.0473
1989,IV Extreme,365481,82827092.58957334,0.5288,0.2269,32243,10497082.260743741,0.0467,0.0288
1989,V Ice,2991416,228092957.9483263,4.3282,0.6248,87239,12788765.011882579,0.1262,0.035
1990,I Moderate,9685821,5938791299.670704,14.0141,16.268,228890,146149327.48271492,0.3312,0.4003
1990,II Strong,1119912,527578820.13197047,1.6204,1.4452,149295,89344553.15173449,0.216,0.2447
1990,III Severe,294135,90390681.44867589,0.4256,0.2476,27172,11494187.054652622,0.0393,0.0315
1990,IV Extreme,251866,64680506.64688352,0.3644,0.1772,31029,9291315.96626306,0.0449,0.0255
1990,V Ice,720772,146169932.26693875,1.0429,0.4004,53431,11303124.137980986,0.0773,0.031
1991,I Moderate,12042771,7529107311.947107,17.4243,20.6243,212357,135631725.80614728,0.3073,0.3715
1991,II Strong,1267774,663239219.583274,1.8343,1.8168,175927,108626393.38734704,0.2545,0.2976
1991,III Severe,259011,86976614.12993942,0.3748,0.2383,27662,12604559.972526774,0.04,0.0345
1991,IV Extreme,185174,52263865.074459895,0.2679,0.1432,26701,8531362.33223229,0.0386,0.0234
1991,V Ice,782620,117534759.08386682,1.1323,0.322,70449,9889236.614687357,0.1019,0.0271
1992,I Moderate,16400962,10420925832.352102,23.73,28.5458,193170,120341062.91371903,0.2795,0.3296
1992,II Strong,1838961,1048337336.4499497,2.6607,2.8717,193614,122756074.36935617,0.2801,0.3363
1992,III Severe,282824,102517202.11399871,0.4092,0.2808,30750,16020088.44235801,0.0445,0.0439
1992,IV Extreme,183155,49787212.272286855,0.265,0.1364,16496,5679477.903830188,0.0239,0.0156
1992,V Ice,845665,141604255.90360627,1.2236,0.3879,62538,10274763.919272752,0.0905,0.0281
1993,I Moderate,13801384,8729780932.196215,19.9687,23.9133,200590,125969683.0012238,0.2902,0.3451
1993,II Strong,1282052,720555697.7824267,1.855,1.9738,186491,116745228.06164883,0.2698,0.3198
1993,III Severe,161505,52348161.69807361,0.2337,0.1434,24970,11888810.02333619,0.0361,0.0326
1993,IV Extreme,101878,25502347.78665693,0.1474,0.0699,12090,3667375.2765154596,0.0175,0.01
1993,V Ice,1513658,126333889.19530392,2.1901,0.3461,67341,8906839.911821978,0.0974,0.0244
1994,I Moderate,13079531,8267186668.365804,18.9243,22.6461,212318,133748825.59305996,0.3072,0.3664
1994,II Strong,1297523,722879728.1416796,1.8773,1.9802,176092,110633679.63753825,0.2548,0.3031
1994,III Severe,231627,82492602.64249341,0.3351,0.226,28976,15226096.855370495,0.0419,0.0417
1994,IV Extreme,196657,52184925.60176094,0.2845,0.1429,17409,6305987.095850842,0.0252,0.0173
1994,V Ice,1576240,196304215.77836192,2.2806,0.5377,79414,12433764.303165302,0.1149,0.0341
1995,I Moderate,10708968,6354730899.527068,15.4944,17.4073,242858,153412222.20108834,0.3514,0.4202
1995,II Strong,1047872,501468459.11611253,1.5161,1.3737,139053,87781203.92670912,0.2012,0.2405
1995,III Severe,160321,48370753.81339999,0.232,0.1325,17099,8874343.292306775,0.0247,0.0243
1995,IV Extreme,99099,24769194.567633893,0.1434,0.0678,6280,2102585.680598554,0.0091,0.0058
1995,V Ice,1293342,169480576.6137352,1.8713,0.4643,84660,11631179.702429725,0.1225,0.0319
1996,I Moderate,13187842,7885158084.218511,19.081,21.5996,210323,134179213.87593418,0.3043,0.3676
1996,II Strong,1881839,821447786.4362229,2.7228,2.2502,166229,103201025.58646527,0.2405,0.2827
1996,III Severe,566790,156659222.08626625,0.8201,0.4291,30498,14172193.931141749,0.0441,0.0388
1996,IV Extreme,585455,136398750.34803972,0.8471,0.3736,40017,12492548.714712432,0.0579,0.0342
1996,V Ice,1236189,156931474.58304277,1.7886,0.4299,86385,12735924.082611933,0.125,0.0349
1997,I Moderate,11923879,7448382577.63764,17.2522,20.4032,211828,133984952.26899163,0.3065,0.367
1997,II Strong,1565551,816122238.9138992,2.2651,2.2356,156246,100416342.97405137,0.2261,0.2751
1997,III Severe,347678,114272298.00530817,0.503,0.313,27928,13554931.948538233,0.0404,0.0371
1997,IV Extreme,299458,80377008.20255521,0.4333,0.2202,29347,9272960.654398063,0.0425,0.0254
1997,V Ice,1347407,175485384.2473911,1.9495,0.4807,86096,12870846.230922027,0.1246,0.0353
1998,I Moderate,13021675,7794961683.92885,18.8406,21.3525,181435,115134615.11603898,0.2625,0.3154
1998,II Strong,1920180,919250900.0109183,2.7782,2.5181,141948,87736185.49170484,0.2054,0.2403
1998,III Severe,529111,174397732.63423845,0.7656,0.4777,28907,13704156.548008183,0.0418,0.0375
1998,IV Extreme,406832,120915152.27197087,0.5886,0.3312,38001,12976293.18850358,0.055,0.0355
1998,V Ice,935135,165390602.3172963,1.353,0.4531,64857,11974561.592112303,0.0938,0.0328
1999,I Moderate,16377407,10085234148.077017,23.6959,27.6262,189046,122935834.44858135,0.2735,0.3368
1999,II Strong,2173905,990673981.4398793,3.1453,2.7137,166117,105400456.05113624,0.2403,0.2887
1999,III Severe,609890,179238982.36734486,0.8824,0.491,31998,15164432.8971785,0.0463,0.0415
1999,IV Extreme,410604,120447826.80199176,0.5941,0.3299,39078,12911798.214449763,0.0565,0.0354
1999,V Ice,1800089,197690486.38295612,2.6045,0.5415,86410,13206927.451950992,0.125,0.0362
2000,I Moderate,13430707,7897943264.371465,19.4324,21.6346,195790,128475819.04532517,0.2833,0.3519
2000,II Strong,2102596,978427116.4633536,3.0422,2.6802,165650,103650903.23002148,0.2397,0.2839
2000,III Severe,559823,206692220.55217308,0.81,0.5662,43557,21028311.12293132,0.063,0.0576
2000,IV Extreme,404215,135736775.97576758,0.5848,0.3718,40131,14729010.395016,0.0581,0.0403
2000,V Ice,857482,181227387.5412468,1.2407,0.4964,64176,13770000.764921464,0.0929,0.0377
2001,I Moderate,7196147,4265809331.9944243,10.4118,11.6852,231101,146836645.59380847,0.3344,0.4022
2001,II Strong,681893,316613473.1059593,0.9866,0.8673,96539,56821473.32575603,0.1397,0.1556
2001,III Severe,177504,56415702.2475542,0.2568,0.1545,15635,6564565.5113912495,0.0226,0.018
2001,IV Extreme,167134,45995598.06088156,0.2418,0.126,16386,5255576.360479294,0.0237,0.0144
2001,V Ice,1281040,154074925.4732221,1.8535,0.4221,75377,10726367.361792315,0.1091,0.0294
2002,I Moderate,7903789,4446504726.031277,11.4357,12.1802,215926,136146367.77540442,0.3124,0.3729
2002,II Strong,899947,388106182.3912882,1.3021,1.0631,108373,63017764.26413037,0.1568,0.1726
2002,III Severe,232517,69303813.8484046,0.3364,0.1898,22052,9227733.145372545,0.0319,0.0253
2002,IV Extreme,182215,47985002.352645986,0.2636,0.1314,18291,5724001.987627421,0.0265,0.0157
2002,V Ice,1349551,168423945.36178738,1.9526,0.4614,83705,12239764.71425446,0.1211,0.0335
2003,I Moderate,5379261,3067323945.2658567,7.7831,8.4022,190926,120407063.99058647,0.2762,0.3298
2003,II Strong,653912,248126519.36384964,0.9461,0.6797,63671,36663845.16758547,0.0921,0.1004
2003,III Severe,235234,65410208.037457004,0.3404,0.1792,13135,4745263.215860039,0.019,0.013
2003,IV Extreme,212044,57899307.047851294,0.3068,0.1586,20289,6035681.790857167,0.0294,0.0165
2003,V Ice,1030391,155719822.1721523,1.4908,0.4266,80041,11953156.375316229,0.1158,0.0327
2004,I Moderate,6099520,3558000740.3786917,8.8252,9.7463,183665,118345951.03727442,0.2657,0.3242
2004,II Strong,1017266,454849103.57015383,1.4718,1.246,103122,60589805.646015055,0.1492,0.166
2004,III Severe,321008,112807297.5331304,0.4645,0.309,24585,11042246.348803405,0.0356,0.0302
2004,IV Extreme,229582,70776632.60760307,0.3322,0.1939,30370,10597779.56887429,0.0439,0.029
2004,V Ice,1759063,193066194.99543965,2.5451,0.5289,87786,12437659.727681676,0.127,0.0341
2005,I Moderate,5083045,3022358132.167003,7.3545,8.2791,170448,108554536.23726685,0.2466,0.2974
2005,II Strong,763387,351393275.0593458,1.1045,0.9626,90341,51476684.717123576,0.1307,0.141
2005,III Severe,195316,72867139.1386658,0.2826,0.1996,23866,10378848.842494393,0.0345,0.0284
2005,IV Extreme,90510,28813300.58689103,0.131,0.0789,17832,6454754.660802603,0.0258,0.0177
2005,V Ice,465031,107539608.62184282,0.6728,0.2946,39376,8646411.790404787,0.057,0.0237
2006,I Moderate,5498525,3099933508.966092,7.9556,8.4916,182076,116000125.36426914,0.2634,0.3178
2006,II Strong,1047027,392459504.2069557,1.5149,1.0751,94636,53135509.77770987,0.1369,0.1456
2006,III Severe,299635,97404673.42199992,0.4335,0.2668,23679,10230457.616572263,0.0343,0.028
2006,IV Extreme,179061,48336480.94919597,0.2591,0.1324,16768,6130964.430250987,0.0243,0.0168
2006,V Ice,1401160,323040552.4891423,2.0273,0.8849,87800,16340013.320781386,0.127,0.0448
2007,I Moderate,7736566,4624844126.694184,11.1938,12.6687,183631,116974256.32268153,0.2657,0.3204
2007,II Strong,1077978,443073156.34055424,1.5597,1.2137,78804,46158978.25849814,0.114,0.1264
2007,III Severe,413060,134551627.62182426,0.5976,0.3686,17275,7388303.269463982,0.025,0.0202
2007,IV Extreme,235560,69487617.70919618,0.3408,0.1903,9765,3565054.0185665335,0.0141,0.0098
2007,V Ice,2091217,578558549.6702526,3.0257,1.5848,75651,19212128.822145164,0.1095,0.0526
2008,I Moderate,9347051,5411622301.543901,13.5239,14.8239,199583,128945241.11926791,0.2888,0.3532
2008,II Strong,1343506,513551809.34398806,1.9439,1.4068,91093,51774756.45379194,0.1318,0.1418
2008,III Severe,460263,130385963.39938349,0.6659,0.3572,22115,8719878.275643297,0.032,0.0239
2008,IV Extreme,245892,64061884.193650216,0.3558,0.1755,11092,3169372.553633158,0.016,0.0087
2008,V Ice,2284295,570430406.3113823,3.3051,1.5626,97977,20115081.57412348,0.1418,0.0551
2009,I Moderate,6814198,3549429390.674879,9.8592,9.7229,166524,104265051.34517133,0.2409,0.2856
2009,II Strong,2330945,495563273.04402524,3.3726,1.3575,72337,40603183.9956966,0.1047,0.1112
2009,III Severe,2149726,249536073.80703664,3.1104,0.6835,17502,7209730.168563045,0.0253,0.0197
2009,IV Extreme,670214,144502014.70125884,0.9697,0.3958,12850,4313273.929743091,0.0186,0.0118
2009,V Ice,7232630,1845278247.5911858,10.4646,5.0547,133190,25318073.89143292,0.1927,0.0694
2010,I Moderate,10525128,6295187716.222775,15.2284,17.2442,171526,108401511.84426765,0.2482,0.2969
2010,II Strong,2344833,665892955.523615,3.3927,1.8241,87869,53884946.51274311,0.1271,0.1476
2010,III Severe,1178224,278154084.7948218,1.7047,0.7619,18676,7474697.56397775,0.027,0.0205
2010,IV Extreme,825469,242170497.36119074,1.1943,0.6634,16512,5367869.381550052,0.0239,0.0147
2010,V Ice,7636077,1851720613.2312706,11.048400000000001,5.0724,129293,24876896.23394371,0.1871,0.0681
2011,I Moderate,12181714,7349629797.448404,17.6253,20.1326,179882,116270343.02436724,0.2603,0.3185
2011,II Strong,2574957,887322306.3581288,3.7256,2.4306,100132,60793705.90725246,0.1449,0.1665
2011,III Severe,1095409,209462704.85952625,1.5849,0.5738,21882,10112001.594025914,0.0317,0.0277
2011,IV Extreme,483825,124818740.51520568,0.7,0.3419,11680,4100013.861532111,0.0169,0.0112
2011,V Ice,5782625,1476169142.4082794,8.3667,4.0436,126288,24380155.716809887,0.1827,0.0668
2012,I Moderate,8411490,5098745228.047083,12.1703,13.9669,167698,108730953.97214793,0.2426,0.2978
2012,II Strong,1577250,717501711.8613417,2.2821,1.9654,101293,61419803.50448373,0.1466,0.1682
2012,III Severe,487813,161700076.91522467,0.7058,0.4429,23076,10797150.864195801,0.0334,0.0296
2012,IV Extreme,207124,61611816.30708095,0.2997,0.1688,11131,3911471.4132194044,0.0161,0.0107
2012,V Ice,1557457,425547368.37207055,2.2534,1.1657,63033,16659643.519068394,0.0912,0.0456
2013,I Moderate,6558440,3832531715.7856016,9.4892,10.4984,171762,109800734.3666082,0.2485,0.3008
2013,II Strong,1324138,528640737.92127675,1.9158,1.4481,82695,47196549.67155118,0.1196,0.1293
2013,III Severe,559404,174961481.04098517,0.8094,0.4793,21442,9060062.932580428,0.031,0.0248
2013,IV Extreme,320213,87485446.4426286,0.4633,0.2396,13818,4490478.545549186,0.02,0.0123
2013,V Ice,1810080,476815177.13573194,2.6189,1.3061,76396,18895704.1521602,0.1105,0.0518
2014,I Moderate,6466074,3619123581.9357615,9.3555,9.9138,143266,92205578.90468787,0.2073,0.2526
2014,II Strong,1391423,543314404.1151652,2.0132,1.4883,73864,41785136.965415895,0.1069,0.1145
2014,III Severe,593324,184901795.83816293,0.8585,0.5065,21565,8827977.988700751,0.0312,0.0242
2014,IV Extreme,410587,110496978.10512479,0.5941,0.3027,15063,5198814.819310544,0.0218,0.0142
2014,V Ice,1869582,461629492.9333511,2.705,1.2645,87189,19098534.220401254,0.1262,0.0523
2015,I Moderate,5924429,2969115300.769727,8.5718,8.1332,143163,88928910.59498873,0.2071,0.2436
2015,II Strong,1431218,475619198.39640486,2.0708,1.3029,86690,36478006.949635684,0.1254,0.0999
2015,III Severe,505028,158303619.06401128,0.7307,0.4336,21418,8142360.252812157,0.031,0.0223
2015,IV Extreme,214417,63070542.315149,0.3102,0.1728,15092,5042813.965837883,0.0218,0.0138
2015,V Ice,1320402,350726615.7280257,1.9104,0.9607,64982,16496330.546464525,0.094,0.0452
2016,I Moderate,6966825,3149475576.6934137,10.08,8.6273,113423,66906029.902924486,0.1641,0.1833
2016,II Strong,2898434,780410970.9379902,4.1936,2.1378,66521,32466474.346852206,0.0962,0.0889
2016,III Severe,1758398,432122905.5652863,2.5442,1.1837,28402,10541260.394055562,0.0411,0.0289
2016,IV Extreme,1008425,246183213.2366973,1.4591,0.6744,24994,8709181.466747912,0.0362,0.0239
2016,V Ice,5475316,1362625967.0984287,7.922,3.7326,86775,18272042.603944965,0.1256,0.0501
2017,I Moderate,4949023,2277186133.7654853,7.1606,6.2378,117755,70507978.69807456,0.1704,0.1931
2017,II Strong,2294192,504839377.9548987,3.3194,1.3829,59718,28140033.44661762,0.0864,0.0771
2017,III Severe,1531845,287986022.8137265,2.2164,0.7889,23909,7564898.933339951,0.0346,0.0207
2017,IV Extreme,835522,140919848.32222098,1.2089,0.386,15127,4754486.955020567,0.0219,0.013
2017,V Ice,4363725,990349978.6012987,6.3137,2.7128,81331,16626650.186015109,0.1177,0.0455
2018,I Moderate,5064715,2465938209.6679907,7.328,6.7549,130869,81535417.07350391,0.1893,0.2233
2018,II Strong,2558067,594697345.2042693,3.7012,1.629,56670,27418814.84897506,0.082,0.0751
2018,III Severe,2426820,423696876.0831936,3.5113,1.1606,28605,8326914.438517299,0.0414,0.0228
2018,IV Extreme,2102875,405008573.0841974,3.0426,1.1094,22333,7243734.270919142,0.0323,0.0198
2018,V Ice,7355273,1874822099.743214,10.6421,5.1357,91067,19668958.586354397,0.1318,0.053900000000000003
2019,I Moderate,4845547,2282842188.6527042,7.0108,6.2533,106492,63595651.22644158,0.1541,0.1742
2019,II Strong,2655887,599832398.2351543,3.8427,1.6431,57884,27622423.811430022,0.0838,0.0757
2019,III Severe,2617931,471616426.92613876,3.7878,1.2919,26376,8691654.867692795,0.0382,0.0238
2019,IV Extreme,3077116,657414711.7679528,4.4522,1.8008,26667,9641115.636324862,0.0386,0.0264
2019,V Ice,8650049,2143053975.4663115,12.5154,5.8704,91898,19783121.287555896,0.133,0.0542
2020,I Moderate,5124240,2605107279.2299457,7.4141,7.1361,112508,70148925.57604383,0.1628,0.1922
2020,II Strong,2701648,595765194.3706212,3.9089,1.632,45906,21896666.27469598,0.0664,0.06
2020,III Severe,2558138,500865725.7715792,3.7013,1.372,24964,7018979.849319821,0.0361,0.0192
2020,IV Extreme,2923721,719816624.309575,4.2302,1.9718,30098,10364401.433934366,0.0435,0.0284
2020,V Ice,8840006,2244063969.1676946,12.7903,6.1471,88705,19530634.953431338,0.1283,0.0535
2021,I Moderate,5240514,2707850844.4653344,7.5823,7.4175,122110,75799033.06747401,0.1767,0.2076
2021,II Strong,2674363,540740754.7722424,3.8694,1.4812,36233,16225421.339592477,0.0524,0.0444
2021,III Severe,2813654,501812607.5276487,4.071,1.3746,22285,5500537.426879788,0.0322,0.0151
2021,IV Extreme,2809418,628449566.7202829,4.0648,1.7215,24493,8351274.784347505,0.0354,0.0229
2021,V Ice,8879437,2230130272.535758,12.8473,6.1089,93427,20191729.2533867,0.1352,0.0553
2022,I Moderate,8853061,5440913299.929413,12.8092,14.9042,120020,74879549.91660239,0.1737,0.2051
2022,II Strong,2711723,534180097.8358032,3.9235,1.4633,41988,20082215.72498766,0.0608,0.055
2022,III Severe,2388802,409554871.8559464,3.4563,1.1219,20478,4529563.335817545,0.0296,0.0124
2022,IV Extreme,2441324,525160934.2081096,3.5323,1.4386,20890,6391960.580937744,0.0302,0.0175
2022,V Ice,8325714,2052413722.8788433,12.0462,5.6221,91584,19698105.102639705,0.1325,0.054
2023,I Moderate,3795517,1609057289.2969089,5.4916,4.4076,94635,55893935.404260546,0.1369,0.15310000000000001
2023,II Strong,2297205,395180861.80173045,3.3237,1.0825,30958,11619608.488788769,0.0448,0.0318
2023,III Severe,2233176,381717311.8894822,3.2311,1.0456,18979,4076636.1087975875,0.0275,0.0112
2023,IV Extreme,2387564,496141412.72111785,3.4545,1.3591,18656,5647599.056597496,0.027,0.0155
2023,V Ice,7646367,1821953972.558626,11.0633,4.9908,88134,18647758.419629682,0.1275,0.0511
2024,I Moderate,3545133,1424616149.9777806,5.1293,3.9024,79665,45894141.10299501,0.1153,0.1257
2024,II Strong,2327794,417824379.34071875,3.368,1.1445,29114,9884747.870621443,0.0421,0.0271
2024,III Severe,2165442,396312794.8707611,3.1331,1.0856,15532,3665571.7975148056,0.0225,0.01
2024,IV Extreme,2554414,597240010.8917178,3.6959,1.636,21314,6548949.459133838,0.0308,0.0179
2024,V Ice,7864272,1910792299.9907987,11.3785,5.2342,88416,19020362.667190153,0.1279,0.0521
2025,I Moderate,2992234,1125343656.2462208,4.3294,3.0826,74612,44014661.73836396,0.108,0.1206
2025,II Strong,1767243,341341442.96797174,2.557,0.935,30761,11435188.305445556,0.0445,0.0313
2025,III Severe,1120853,218054682.5414442,1.6217,0.5973,15150,4279841.130177833,0.0219,0.0117
2025,IV Extreme,929632,185254927.74467686,1.3451,0.5075,20234,6265516.613793892,0.0293,0.0172
2025,V Ice,5440506,1315863342.2742734,7.8717,3.6045,78574,16839994.92571334,0.1137,0.0461
