t,category,cat_n_cum,cat_area_cum,cat_n_cum_prop,cat_area_cum_prop,first_n_cum,first_area_cum,first_n_cum_prop,first_area_cum_prop
1996,I Moderate,8099135,3824315565.7584724,11.7183,10.4758,242726,125435267.0700467,0.3512,0.3436
1996,II Strong,671570,281556583.71499753,0.9717,0.7713,99189,51430083.50309043,0.1435,0.1409
1996,III Severe,71686,24311632.136816062,0.1037,0.0666,13698,5543052.325783069,0.0198,0.0152
1996,IV Extreme,21524,5752648.701273756,0.0311,0.0158,4475,1299043.0360434183,0.0065,0.0036
1997,I Moderate,13148378,7445618146.583533,19.0239,20.3956,277138,137635986.68799976,0.401,0.377
1997,II Strong,2403362,1613844220.4851053,3.4773,4.4208,145689,84599405.22048,0.2108,0.2317
1997,III Severe,394705,267383102.7729107,0.5711,0.7324,29779,18144871.706847463,0.0431,0.0497
1997,IV Extreme,54072,20696777.835701518,0.0782,0.0567,8915,4010282.4365731217,0.0129,0.011
1998,I Moderate,18097183,10098818578.267725,26.1842,27.6634,258798,125856906.04383568,0.3744,0.3448
1998,II Strong,2545161,1548785241.6109617,3.6825,4.2425,192462,112912693.40638267,0.2785,0.3093
1998,III Severe,249605,128934801.5954512,0.3611,0.3532,36503,21151597.0020913,0.0528,0.0579
1998,IV Extreme,103751,27166161.501137987,0.1501,0.0744,11157,4023431.906943506,0.0161,0.011
1999,I Moderate,8953208,4539856004.202458,12.9541,12.4359,253196,125963429.75751157,0.3663,0.345
1999,II Strong,700003,331162028.4331,1.0128,0.9071,108775,59816513.61070263,0.1574,0.1639
1999,III Severe,62787,21697868.307279877,0.0908,0.0594,11816,5000147.996021234,0.0171,0.0137
1999,IV Extreme,19307,5149891.161480474,0.0279,0.0141,3711,1068642.3464893794,0.0054,0.0029
2000,I Moderate,10274669,4378429819.684793,14.866,11.9937,235422,122812212.2914498,0.3406,0.3364
2000,II Strong,1193628,420174982.0944834,1.727,1.151,149549,67594953.65061913,0.2164,0.1852
2000,III Severe,159984,44464574.24235254,0.2315,0.1218,26583,8436508.489391917,0.0385,0.0231
2000,IV Extreme,79323,24877102.60498673,0.1148,0.0681,14464,4503102.878524975,0.0209,0.0123
2001,I Moderate,11605691,5449128491.552531,16.7919,14.9267,304172,151143191.279285,0.4401,0.414
2001,II Strong,882776,402669904.4938211,1.2773,1.103,141423,76198230.85438205,0.2046,0.2087
2001,III Severe,100619,34722032.50987716,0.1456,0.0951,16166,7456181.478591474,0.0234,0.0204
2001,IV Extreme,36835,11498792.450414877,0.0533,0.0315,5387,1760146.146217746,0.0078,0.0048
2002,I Moderate,13766900,6245640265.870128,19.9188,17.1085,299311,161473035.3578959,0.4331,0.4423
2002,II Strong,1281511,471672010.65384984,1.8542,1.292,172750,86079316.54770781,0.2499,0.2358
2002,III Severe,164520,40047984.24058319,0.238,0.1097,21910,6767618.9168052245,0.0317,0.0185
2002,IV Extreme,79670,18965288.799324792,0.1153,0.052,8958,2033349.7741904613,0.013,0.0056
2003,I Moderate,13455673,6148772232.912438,19.4685,16.8432,364309,190122404.3081109,0.5271,0.5208
2003,II Strong,818214,325033439.63423043,1.1838,0.8904,118947,60690293.59928644,0.1721,0.1662
2003,III Severe,81705,21011731.311129313,0.1182,0.0576,11881,3864370.812925258,0.0172,0.0106
2003,IV Extreme,30310,6162965.916514187,0.0439,0.0169,5193,1113204.6590078864,0.0075,0.003
2004,I Moderate,10744960,5500290943.82498,15.5465,15.0668,323763,170975785.30474517,0.4684,0.4683
2004,II Strong,686382,321267653.508604,0.9931,0.88,123248,64156094.76024895,0.1783,0.1757
2004,III Severe,46313,14631315.843824571,0.067,0.0401,11341,4122775.7988363868,0.0164,0.0113
2004,IV Extreme,14163,3451895.9390884326,0.0205,0.0095,3854,1018211.4156111673,0.0056,0.0028
2005,I Moderate,16846463,7747350650.755393,24.3745,21.2221,293027,171098306.06461832,0.424,0.4687
2005,II Strong,2233237,691879385.5294275,3.2312,1.8952,177423,97453470.47233646,0.2567,0.267
2005,III Severe,541733,63584436.210062735,0.7838,0.1742,35950,10856448.886662677,0.052,0.0297
2005,IV Extreme,472459,33710774.25441263,0.6836,0.0923,44556,4566011.340721989,0.0645,0.0125
2006,I Moderate,15619042,7162800002.613756,22.5986,19.6209,283501,166635630.16140795,0.4102,0.4565
2006,II Strong,2473235,574293355.1010798,3.5784,1.5731,161961,85533629.16473667,0.2343,0.2343
2006,III Severe,753625,71856412.8068778,1.0904,0.1968,30402,8199759.1001838455,0.044,0.0225
2006,IV Extreme,733767,51213676.5046015,1.0617,0.1403,48048,5168803.783976717,0.0695,0.0142
2007,I Moderate,11683886,5594269366.400033,16.905,15.3242,286942,158797176.71778572,0.4152,0.435
2007,II Strong,1219724,385707660.9841093,1.7648,1.0566,127230,62501563.77643273,0.1841,0.1712
2007,III Severe,285411,52590532.9771061,0.413,0.1441,20018,6218333.684812338,0.029,0.017
2007,IV Extreme,166913,28398654.009369697,0.2415,0.0778,14815,2678325.7124710996,0.0214,0.0073
2008,I Moderate,11300111,6083621586.577827,16.3497,16.6647,285628,150304884.77082098,0.4133,0.4117
2008,II Strong,836451,367246832.11883897,1.2102,1.006,134905,70839377.89560671,0.1952,0.194
2008,III Severe,86843,22278004.218938105,0.1257,0.061,15587,6265187.064535958,0.0226,0.0172
2008,IV Extreme,31478,4988899.228913124,0.0455,0.0137,4983,1126047.9728093923,0.0072,0.0031
2009,I Moderate,13202582,7865318548.65191,19.1023,21.5453,288255,177837811.32808328,0.4171,0.4871
2009,II Strong,1229800,638036509.785799,1.7794,1.7478,146536,83536354.47549748,0.212,0.2288
2009,III Severe,184311,69110353.01079732,0.2667,0.1893,24011,11757243.383258697,0.0347,0.0322
2009,IV Extreme,519456,46967444.17974531,0.7516,0.1287,62639,7299188.925262019,0.0906,0.02
2010,I Moderate,19231162,11785519172.38238,27.8249,32.2838,269921,148621199.22738862,0.3905,0.4071
2010,II Strong,1735807,1018809851.32528,2.5115,2.7908,189902,112777445.53956468,0.2748,0.3089
2010,III Severe,75137,37834042.19022394,0.1087,0.1036,22084,12338889.652046787,0.032,0.0338
2010,IV Extreme,12947,4839091.76806358,0.0187,0.0133,3055,1304373.6206339397,0.0044,0.0036
2011,I Moderate,14736253,8178372384.8748045,21.3214,22.4028,244441,134456500.73155165,0.3537,0.3683
2011,II Strong,1293620,682028266.1530986,1.8717,1.8683,137977,75538139.36771733,0.1996,0.2069
2011,III Severe,112665,49502624.9885615,0.163,0.1356,21098,10187334.135717543,0.0305,0.0279
2011,IV Extreme,44838,12993250.238936024,0.0649,0.0356,7505,2489379.378629575,0.0109,0.0068
2012,I Moderate,16030220,7351590767.025206,23.1935,20.138,295854,170335506.43050024,0.4281,0.4666
2012,II Strong,1564755,476684158.8298067,2.264,1.3058,159987,74491833.92160946,0.2315,0.2041
2012,III Severe,155909,30809987.328655794,0.2256,0.0844,26511,6882725.048331723,0.0384,0.0189
2012,IV Extreme,63285,10319267.006360618,0.0916,0.0283,7932,1555548.8374879272,0.0115,0.0043
2013,I Moderate,14426631,6912961619.244825,20.8734,18.9365,321675,172360869.4152986,0.4654,0.4721
2013,II Strong,1100604,448601424.1327878,1.5924,1.2288,154445,80993051.94025628,0.2235,0.2219
2013,III Severe,104686,27520664.063196402,0.1515,0.0754,17813,6954701.526435377,0.0258,0.0191
2013,IV Extreme,37818,7102542.752939763,0.0547,0.0195,4533,1094087.571546339,0.0066,0.003
2014,I Moderate,18376554,10224803612.877062,26.5884,28.0085,309659,170337811.45563248,0.448,0.4666
2014,II Strong,1347298,677032849.8028231,1.9494,1.8546,178395,100926786.67834158,0.2581,0.2765
2014,III Severe,109596,34811054.93261481,0.1586,0.0954,18622,8942897.021842357,0.0269,0.0245
2014,IV Extreme,52746,9408357.321356703,0.0763,0.0258,5792,1346013.6023261938,0.0084,0.0037
2015,I Moderate,27036746,17104015189.25323,39.1185,46.8526,270810,140391757.21314773,0.3918,0.3846
2015,II Strong,2829707,1833570638.8232465,4.0942,5.0227,233673,143088040.77771354,0.3381,0.392
2015,III Severe,115870,61268991.15840728,0.1676,0.1678,26248,15045145.955230864,0.038,0.0412
2015,IV Extreme,16828,4406326.051664532,0.0243,0.0121,3180,1134629.9322840117,0.0046,0.0031
2016,I Moderate,34321157,19516132206.109848,49.658,53.46,269527,148077386.7242646,0.39,0.4056
2016,II Strong,3360131,1694505039.3005557,4.8617,4.6417,259023,152476336.67625046,0.3748,0.4177
2016,III Severe,348375,85941980.02161238,0.5041,0.2354,39803,16950464.98491391,0.0576,0.0464
2016,IV Extreme,184900,30993947.25012252,0.2675,0.0849,19337,3798347.872917237,0.028,0.0104
2017,I Moderate,24228926,13318691825.81561,35.056,36.4835,337200,184913246.4582891,0.4879,0.5065
2017,II Strong,1849300,841213353.750784,2.6757,2.3043,202501,110419348.454996,0.293,0.3025
2017,III Severe,179379,56693064.3219683,0.2595,0.1553,24042,9698133.567012923,0.0348,0.0266
2017,IV Extreme,104919,22472058.413073286,0.1518,0.0616,9768,2403936.9558292627,0.0141,0.0066
2018,I Moderate,20479407,11254113890.258818,29.6309,30.8281,333946,183703924.95178235,0.4832,0.5032
2018,II Strong,1242614,665866989.8862139,1.7979,1.824,154818,86923484.20232373,0.224,0.2381
2018,III Severe,72239,31043401.677541323,0.1045,0.085,16924,8240115.457271323,0.0245,0.0226
2018,IV Extreme,17733,4350410.939145554,0.0257,0.0119,3585,1059102.2431488556,0.0052,0.0029
2019,I Moderate,26720510,15575020473.220406,38.6609,42.6642,324295,179851122.03353268,0.4692,0.4927
2019,II Strong,1644597,909660015.2231882,2.3795,2.4918,206227,120672149.18469566,0.2984,0.3306
2019,III Severe,107750,44422124.86952502,0.1559,0.1217,18077,8610044.686976,0.0262,0.0236
2019,IV Extreme,35284,11063985.764687845,0.0511,0.0303,5462,1865877.6117959325,0.0079,0.0051
2020,I Moderate,29839355,17349751082.58273,43.1735,47.5257,308790,165544363.78074503,0.4468,0.4535
2020,II Strong,1891232,971372180.6654892,2.7364,2.6609,223201,132678160.93294682,0.3229,0.3634
2020,III Severe,160978,38744810.69778414,0.2329,0.1061,16442,6903833.840805148,0.0238,0.0189
2020,IV Extreme,61193,10422008.819386315,0.0885,0.0285,5553,1261842.560833215,0.008,0.0035
2021,I Moderate,25758483,15098389571.327763,37.269,41.3586,272264,141105045.45940602,0.3939,0.3865
2021,II Strong,2235627,1333711854.1197543,3.2346,3.6534,187964,113282673.2093033,0.272,0.3103
2021,III Severe,136387,68856253.3471389,0.1973,0.1886,25393,13447742.680845639,0.0367,0.0368
2021,IV Extreme,23648,6796619.129070275,0.0342,0.0186,4879,1719502.132061894,0.0071,0.0047
2022,I Moderate,32463658,18649438465.820507,46.9705,51.0859,287905,157601598.48256183,0.4166,0.4317
2022,II Strong,3394025,1920147286.717754,4.9107,5.2598,183993,104390863.15067747,0.2662,0.286
2022,III Severe,234407,104400270.98060776,0.3392,0.286,26378,12851431.98897169,0.0382,0.0352
2022,IV Extreme,66622,18967225.778642066,0.0964,0.052,7644,2519425.788548854,0.0111,0.0069
2023,I Moderate,46317845,28180458105.79667,67.0156,77.194,267336,147596664.83347422,0.3868,0.4043
2023,II Strong,6360725,3757911935.309819,9.2031,10.2939,252748,153628137.40751058,0.3657,0.4208
2023,III Severe,480270,225951690.610141,0.6949,0.6189,45412,24214695.544163678,0.0657,0.0663
2023,IV Extreme,170714,54560821.41595405,0.247,0.1495,21983,8217835.366372305,0.0318,0.0225
2024,I Moderate,50935074,31380518642.797874,73.6961,85.9598,238127,126189391.95560737,0.3445,0.3457
2024,II Strong,7967164,4844226249.492252,11.5274,13.2697,276522,169210584.2519328,0.4001,0.4635
2024,III Severe,522532,268572042.9782372,0.756,0.7357,54558,29208467.88343586,0.0789,0.08
2024,IV Extreme,124805,48043150.4480663,0.1806,0.1316,22390,8930231.401940163,0.0324,0.0245
2025,I Moderate,42800090,23655364942.691116,61.9259,64.7985,269500,145562465.39388376,0.3899,0.3987
2025,II Strong,5422756,2809015750.49315,7.846,7.6947,251291,142535910.30257094,0.3636,0.3904
2025,III Severe,478490,182248485.01844457,0.6923,0.4992,46531,21490902.237223636,0.0673,0.0589
2025,IV Extreme,173638,52229925.18937616,0.2512,0.1431,20470,6684893.429882367,0.0296,0.0183
